dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.401399165391922,0.6102469563484192,0.4300227761268616,0.3999555706977844,0.6815215945243835,0.7474387288093567,0.4258960783481598,0.6827172636985779,0.7733818888664246,0.41421282291412354,0.6587379574775696,0.47799837589263916,0.863312840461731,0.8101258277893066,0.6186195611953735,0.8588193655014038,0.8068289160728455,0.6108466386795044,0.8460630178451538,0.7940282821655273,0.58095383644104,0.7980737686157227,0.7387338280677795,0.467724084854126
