dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.45900237560272217,0.7815178036689758,0.8243248462677002,0.4672195315361023,0.7906922698020935,0.9258355498313904,0.49602288007736206,0.8075530529022217,0.9325247406959534,0.459316611289978,0.8043044805526733,0.8818132281303406,0.9164926409721375,0.9367777109146118,0.9161005020141602,0.9100465178489685,0.9345306754112244,0.8957911133766174,0.8953298926353455,0.9219386577606201,0.8177284002304077,0.8016769289970398,0.8006485104560852,0.5311428904533386
