dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.35468950867652893,0.6219617128372192,0.49206385016441345,0.35484060645103455,0.6917893886566162,0.7653682827949524,0.3736572861671448,0.698099672794342,0.7896720767021179,0.36647483706474304,0.665074348449707,0.5036219954490662,0.8699659109115601,0.8251161575317383,0.6395716667175293,0.8661378026008606,0.8208398818969727,0.6300575137138367,0.8537213206291199,0.8057388067245483,0.5987717509269714,0.812102735042572,0.7544107437133789,0.5026227235794067
