dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.5396445989608765,0.6801033020019531,0.3605874478816986,0.7614876627922058,0.7699928879737854,0.38987472653388977,0.774933934211731,0.7902505397796631,0.4848164916038513,0.5380199551582336,0.7182517051696777,0.37494587898254395,0.7445520162582397,0.8450186252593994,0.8720705509185791,0.7353417277336121,0.8403056859970093,0.8678382635116577,0.7115688920021057,0.8339584469795227,0.859741747379303,0.6049346923828125,0.7870813608169556,0.81632000207901
