dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.19696660339832306,0.6046241521835327,0.5361946821212769,0.1807963252067566,0.6823792457580566,0.7703806757926941,0.21449948847293854,0.693465530872345,0.8054317235946655,0.2022060751914978,0.633774995803833,0.5619602799415588,0.8835357427597046,0.8324651718139648,0.7253413796424866,0.8792826533317566,0.8276634216308594,0.7159063220024109,0.8668151497840881,0.8157410025596619,0.6865771412849426,0.8231494426727295,0.7614098787307739,0.5726696848869324
