dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
0.8350449800491333,0.9270716905593872,0.6791709065437317,0.9366464614868164,0.931485116481781,0.6867963671684265,0.9370285868644714,0.9419556856155396,0.7598604559898376,0.8351119756698608,0.905273973941803,0.6713206768035889,0.9207296967506409,0.9409772753715515,0.9308114051818848,0.9112505912780762,0.9407293200492859,0.9243972897529602,0.8154162764549255,0.8966068625450134,0.8924060463905334,0.6431844830513,0.7477243542671204,0.7566576600074768
