,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
22,,[0.6069589257240295],[0.9243757724761963],[0.7840656638145447],[0.6075365543365479],[0.8485354781150818],[0.9668856859207153],[0.6760194897651672],[0.8994104862213135],[0.9378095865249634],[0.6070491671562195],[0.8997331857681274],[0.8935027718544006],[0.8138353824615479],[0.9682676792144775],[0.9576101899147034],[0.8156484365463257],[0.9679220914840698],[0.9598627090454102],[0.7332481741905212],[0.8894656896591187],[0.9434049725532532],[0.947925329208374],[0.9140734076499939],[0.5379208326339722]
23,,[0.6498692035675049],[0.9691064953804016],[0.6168040037155151],[0.6831899881362915],[0.9708479046821594],[0.964381992816925],[0.7507896423339844],[0.9689102172851562],[0.9552778005599976],[0.6014505624771118],[0.9726520776748657],[0.9623892307281494],[0.9670798182487488],[0.9652698636054993],[0.88791424036026],[0.9121410250663757],[0.9681897759437561],[0.9432403445243835],[0.9553449153900146],[0.9656534194946289],[0.9158278703689575],[0.8618220090866089],[0.9135090112686157],[0.381001353263855]
24,,[0.6301411390304565],[0.9538224339485168],[0.8477926850318909],[0.6314372420310974],[0.9398962259292603],[0.9386916160583496],[0.6325988173484802],[0.9476274847984314],[0.9410862922668457],[0.6305597424507141],[0.9502203464508057],[0.8209290504455566],[0.9473713636398315],[0.9545767307281494],[0.8360161781311035],[0.9478581547737122],[0.9562745690345764],[0.8584349155426025],[0.9194774031639099],[0.9186206459999084],[0.7309221029281616],[0.8977165818214417],[0.9036060571670532],[0.6738878488540649]
25,,[0.6273177862167358],[0.8243626356124878],[0.9626581072807312],[0.6292064785957336],[0.8056980967521667],[0.9634146094322205],[0.629764974117279],[0.9336694478988647],[0.9639928936958313],[0.6285430788993835],[0.9103856682777405],[0.965600848197937],[0.8814783692359924],[0.9638355374336243],[0.9548709988594055],[0.9213288426399231],[0.963320255279541],[0.9427483081817627],[0.9499479532241821],[0.9411457180976868],[0.8778256773948669],[0.7555358409881592],[0.4448598325252533],[0.8765498399734497]
26,,[0.5619226694107056],[0.9426121711730957],[0.9345118999481201],[0.5682527422904968],[0.9177472591400146],[0.9166449308395386],[0.5760583877563477],[0.9319467544555664],[0.9377402067184448],[0.5612761974334717],[0.943473756313324],[0.7842200994491577],[0.9273365139961243],[0.9291724562644958],[0.9502559900283813],[0.9251189827919006],[0.8871060013771057],[0.8979419469833374],[0.871992290019989],[0.8724445104598999],[0.8347524404525757],[0.759937584400177],[0.6680580377578735],[0.030368583276867867]
27,,[0.7701647281646729],[0.8143091797828674],[0.5240166187286377],[0.6118397116661072],[0.8109719157218933],[0.9610600471496582],[0.6215131282806396],[0.8095102310180664],[0.9641799926757812],[0.6259138584136963],[0.8156092166900635],[0.8304600715637207],[0.9091163873672485],[0.9689399003982544],[0.8935145735740662],[0.9171392917633057],[0.9658494591712952],[0.8730661869049072],[0.9416189789772034],[0.9466193914413452],[0.8107106685638428],[0.7560654878616333],[0.6023107767105103],[0.8007327318191528]
28,,[0.6746223568916321],[0.9454389810562134],[0.7886107563972473],[0.6706444621086121],[0.8820748925209045],[0.9230536222457886],[0.6719081997871399],[0.9439938068389893],[0.9708549976348877],[0.6715914011001587],[0.9706107974052429],[0.9418977499008179],[0.9721216559410095],[0.9730569124221802],[0.8994985222816467],[0.9647195935249329],[0.9689458012580872],[0.8655511736869812],[0.9725096225738525],[0.9699847102165222],[0.8549996018409729],[0.8809913992881775],[0.9201592206954956],[0.8533415198326111]
29,,[0.6050439476966858],[0.8702853322029114],[0.9529595375061035],[0.6033825278282166],[0.8539032340049744],[0.9561876654624939],[0.6075749397277832],[0.8410940170288086],[0.9563400149345398],[0.5988269448280334],[0.8639207482337952],[0.7985133528709412],[0.8940266966819763],[0.9545944929122925],[0.9505923390388489],[0.9509648084640503],[0.9555647969245911],[0.9301626682281494],[0.8440266251564026],[0.954706609249115],[0.9224706292152405],[0.8871299028396606],[0.9009134769439697],[0.5004816055297852]
30,,[0.6306061744689941],[0.944524347782135],[0.8145329356193542],[0.5750352144241333],[0.9240686297416687],[0.9280955195426941],[0.5845754146575928],[0.9251548647880554],[0.9424813389778137],[0.5739006400108337],[0.8879042863845825],[0.8660808205604553],[0.9384640455245972],[0.9404613971710205],[0.9127883911132812],[0.9376809597015381],[0.9425256252288818],[0.916761577129364],[0.9407731294631958],[0.9590473175048828],[0.8753488659858704],[0.8740006685256958],[0.9421607851982117],[0.8232259750366211]
31,,[0.7210692167282104],[0.9431473612785339],[0.12196089327335358],[0.6323372721672058],[0.8790615200996399],[0.9448407292366028],[0.6351232528686523],[0.843210756778717],[0.9448797106742859],[0.6267284154891968],[0.9505965709686279],[0.7848793864250183],[0.9344642162322998],[0.9385045170783997],[0.8566093444824219],[0.9387773871421814],[0.9333654046058655],[0.8291179537773132],[0.8468539118766785],[0.9428044557571411],[0.8383914232254028],[0.7287886142730713],[0.46569982171058655],[0.8519418835639954]
