,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
22,,[0.4641331732273102],[0.7495181560516357],[0.5873004198074341],[0.46649369597435],[0.7045724391937256],[0.9336704611778259],[0.5696325898170471],[0.6856160759925842],[0.9293974041938782],[0.46251609921455383],[0.7386987805366516],[0.9182209968566895],[0.9400871396064758],[0.9307612776756287],[0.9181840419769287],[0.9370505213737488],[0.9298277497291565],[0.9127088785171509],[0.9112364649772644],[0.9188143014907837],[0.9094860553741455],[0.7715779542922974],[0.8491666913032532],[0.048273079097270966]
23,,[0.4284665882587433],[0.7151000499725342],[0.9161616563796997],[0.4307003319263458],[0.7411075830459595],[0.8823232650756836],[0.46827414631843567],[0.7726795077323914],[0.9557589292526245],[0.4286658763885498],[0.7469446659088135],[0.9302192330360413],[0.9236926436424255],[0.956052303314209],[0.9300044178962708],[0.9170700311660767],[0.9457876086235046],[0.9149254560470581],[0.9102741479873657],[0.936335027217865],[0.9231521487236023],[0.8049143552780151],[0.8730465173721313],[0.47859302163124084]
24,,[0.3895998001098633],[0.9362198114395142],[0.6017468571662903],[0.39016708731651306],[0.9365640878677368],[0.9382954239845276],[0.3955349624156952],[0.9538486003875732],[0.9322364926338196],[0.3896564841270447],[0.9439054727554321],[0.9321805238723755],[0.9589833617210388],[0.9439380168914795],[0.9325500726699829],[0.9208401441574097],[0.9476304650306702],[0.9366595149040222],[0.9438452124595642],[0.9397672414779663],[0.9187108874320984],[0.7734233140945435],[0.6223011612892151],[0.7272211313247681]
25,,[0.40829774737358093],[0.44118717312812805],[0.5673899054527283],[0.4120948612689972],[0.6506973505020142],[0.9066527485847473],[0.41736894845962524],[0.698615312576294],[0.9291255474090576],[0.4089146852493286],[0.5863274335861206],[0.9245281219482422],[0.8756762146949768],[0.9351558685302734],[0.9125326871871948],[0.8725612759590149],[0.9271231889724731],[0.920710027217865],[0.8682951927185059],[0.9269898533821106],[0.5406399965286255],[0.8766223192214966],[0.8985402584075928],[0.8849169015884399]
26,,[0.5444945096969604],[0.7082114219665527],[0.5083534121513367],[0.5449696183204651],[0.7215577960014343],[0.8906367421150208],[0.5503794550895691],[0.8041660189628601],[0.9094545245170593],[0.5442903637886047],[0.853438138961792],[0.8773671388626099],[0.9279462695121765],[0.8938291668891907],[0.8810597062110901],[0.9312748312950134],[0.8991550207138062],[0.8812332153320312],[0.827439546585083],[0.884043276309967],[0.8449230790138245],[0.8511314988136292],[0.9039089679718018],[0.47506681084632874]
27,,[0.31571975350379944],[0.7151623368263245],[0.8783750534057617],[0.31957173347473145],[0.7479990720748901],[0.8827002644538879],[0.36291584372520447],[0.8483303189277649],[0.895822286605835],[0.3158194124698639],[0.7117524147033691],[0.883758544921875],[0.9340349435806274],[0.9224197268486023],[0.8726244568824768],[0.9212578535079956],[0.9228978753089905],[0.8739002346992493],[0.9422435164451599],[0.9373267889022827],[0.5845723152160645],[0.7984840273857117],[0.9044787883758545],[0.45523935556411743]
28,,[0.5227096080780029],[0.7398551106452942],[0.8901879191398621],[0.5262853503227234],[0.7744009494781494],[0.9469446539878845],[0.5642214417457581],[0.8661547899246216],[0.9631251096725464],[0.5403163433074951],[0.9414002895355225],[0.8795667290687561],[0.8914317488670349],[0.8797136545181274],[0.8764530420303345],[0.8871418833732605],[0.8551257848739624],[0.87883061170578],[0.8460049033164978],[0.8399122953414917],[0.7928426861763],[0.8894374966621399],[0.9179074168205261],[0.5044671893119812]
29,,[0.510136604309082],[0.7434018850326538],[0.7789950966835022],[0.5110412836074829],[0.7252046465873718],[0.8943217992782593],[0.60262531042099],[0.7508993148803711],[0.9147440791130066],[0.511091411113739],[0.7894780039787292],[0.580644428730011],[0.9432342052459717],[0.9321973919868469],[0.8879241347312927],[0.9435803294181824],[0.9335101246833801],[0.8794065713882446],[0.9415082931518555],[0.9150865077972412],[0.7204662561416626],[0.8984201550483704],[0.9083357453346252],[0.6293143033981323]
30,,[0.4625400900840759],[0.7164427638053894],[0.8582398891448975],[0.4638780355453491],[0.7328787446022034],[0.9072520732879639],[0.464234322309494],[0.7311968207359314],[0.9336110353469849],[0.4629650115966797],[0.7248421311378479],[0.8390389084815979],[0.9355906844139099],[0.9167576432228088],[0.8621097207069397],[0.9350578784942627],[0.890420138835907],[0.8479248881340027],[0.9206310510635376],[0.8822689056396484],[0.8396221399307251],[0.8541145920753479],[0.9028654098510742],[0.5163941979408264]
31,,[0.4766034483909607],[0.6865405440330505],[0.8635156154632568],[0.4773310124874115],[0.7083061933517456],[0.8819697499275208],[0.478971928358078],[0.6872966885566711],[0.8962640762329102],[0.4762651324272156],[0.6653476357460022],[0.8680353164672852],[0.8965965509414673],[0.8887349367141724],[0.8541796803474426],[0.8963218927383423],[0.8898926377296448],[0.856907844543457],[0.8986495137214661],[0.886468768119812],[0.8577336668968201],[0.8820169568061829],[0.8849196434020996],[0.562079906463623]
