,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
32,,[0.8053452968597412],[0.921153724193573],[0.5767898559570312],[0.9318943619728088],[0.8973983526229858],[0.595876157283783],[0.9460274577140808],[0.9588472247123718],[0.6362601518630981],[0.9647489786148071],[0.9333604574203491],[0.5761818885803223],[0.8567907214164734],[0.9715348482131958],[0.966614842414856],[0.8630897402763367],[0.9710556268692017],[0.9691715240478516],[0.9629476070404053],[0.8794775009155273],[0.9398744106292725],[0.9124290943145752],[0.5916829705238342],[0.8080673813819885]
33,,[0.8031958937644958],[0.9694532752037048],[0.7844924330711365],[0.9666749835014343],[0.9686334133148193],[0.8310115933418274],[0.890128493309021],[0.967637300491333],[0.8974791765213013],[0.785526692867279],[0.8717278242111206],[0.779151976108551],[0.8964000940322876],[0.9685226678848267],[0.9694393277168274],[0.8771440982818604],[0.9682843685150146],[0.9694485664367676],[0.8548704981803894],[0.8739331364631653],[0.7139038443565369],[0.7853869199752808],[0.788654625415802],[0.7313222289085388]
34,,[0.7598357796669006],[0.9566606879234314],[0.759380578994751],[0.9517485499382019],[0.9566131830215454],[0.7798840999603271],[0.954620897769928],[0.9562057852745056],[0.7794818878173828],[0.9541813731193542],[0.9569987654685974],[0.7790687680244446],[0.9389355182647705],[0.9549705982208252],[0.9547879695892334],[0.9440113306045532],[0.9550638198852539],[0.95492023229599],[0.816009521484375],[0.30571621656417847],[0.4822308123111725],[0.18297408521175385],[0.8151721954345703],[0.8400055766105652]
35,,[0.9671422839164734],[0.9720864295959473],[0.6773819327354431],[0.9698811769485474],[0.9701703190803528],[0.6649554371833801],[0.9686294794082642],[0.970490574836731],[0.7051394581794739],[0.8329232931137085],[0.9716325998306274],[0.7262083292007446],[0.9638376235961914],[0.9692311882972717],[0.9712646007537842],[0.9620234370231628],[0.9689947366714478],[0.9711302518844604],[0.963238000869751],[0.9692964553833008],[0.9709064364433289],[0.24674519896507263],[0.14401696622371674],[0.0022778096608817577]
36,,[0.9603821039199829],[0.9518280029296875],[0.5892325043678284],[0.9401238560676575],[0.9532163143157959],[0.5883784890174866],[0.9326125383377075],[0.9498380422592163],[0.5905323624610901],[0.7716777920722961],[0.9565560817718506],[0.5896053314208984],[0.9575889706611633],[0.9625293016433716],[0.965598464012146],[0.9260982871055603],[0.9526779055595398],[0.9624398350715637],[0.9289013743400574],[0.9457427859306335],[0.9623546600341797],[0.7518096566200256],[0.8220677375793457],[0.7932473421096802]
37,,[0.7673659324645996],[0.8445201516151428],[0.6080126762390137],[0.9287869930267334],[0.9331560134887695],[0.619568943977356],[0.9215764403343201],[0.9459969997406006],[0.7947223782539368],[0.8801236152648926],[0.9116015434265137],[0.6079002618789673],[0.8794505000114441],[0.9418999552726746],[0.9429487586021423],[0.8921022415161133],[0.9480606317520142],[0.9453964829444885],[0.8811488747596741],[0.9296900629997253],[0.9027048945426941],[0.8672091960906982],[0.8469398617744446],[0.8733368515968323]
38,,[0.9484912157058716],[0.960999608039856],[0.6686936020851135],[0.9515570402145386],[0.9623558521270752],[0.6690934896469116],[0.9519100189208984],[0.9630330801010132],[0.6712201237678528],[0.8153437376022339],[0.9621289968490601],[0.6685947179794312],[0.9454586505889893],[0.9477619528770447],[0.751485288143158],[0.9390074610710144],[0.948717474937439],[0.9332732558250427],[0.9384943842887878],[0.9481587409973145],[0.9063305258750916],[0.23427268862724304],[0.8770411610603333],[0.7094808220863342]
39,,[0.9300051927566528],[0.952431857585907],[0.5402498245239258],[0.9516115784645081],[0.9540849924087524],[0.5296736359596252],[0.9518824815750122],[0.95353764295578],[0.7213281393051147],[0.8177294135093689],[0.9525063037872314],[0.5456255674362183],[0.9358174800872803],[0.9515554308891296],[0.9525198340415955],[0.921303391456604],[0.9513607621192932],[0.9524908065795898],[0.9367521405220032],[0.9177692532539368],[0.899668276309967],[0.8464715480804443],[0.9062098860740662],[0.8974075317382812]
40,,[0.949493944644928],[0.9715785384178162],[0.585982084274292],[0.9472925662994385],[0.9687963128089905],[0.6255215406417847],[0.9467735290527344],[0.9711892008781433],[0.8429638743400574],[0.806206464767456],[0.9676153659820557],[0.5883596539497375],[0.9567773342132568],[0.9636394381523132],[0.9531098008155823],[0.964583158493042],[0.9654468894004822],[0.9530510306358337],[0.8936442136764526],[0.9429892301559448],[0.9698551893234253],[0.8195555210113525],[0.8773391246795654],[0.8387211561203003]
41,,[0.9129000902175903],[0.9231306314468384],[0.6489320993423462],[0.9132827520370483],[0.9224699139595032],[0.652942955493927],[0.9113855361938477],[0.9217119216918945],[0.9058741927146912],[0.9147254824638367],[0.9229588508605957],[0.6744273900985718],[0.9464686512947083],[0.9174618721008301],[0.9209476113319397],[0.9724209904670715],[0.9195334315299988],[0.9204527735710144],[0.9195932149887085],[0.9176749587059021],[0.9176836013793945],[0.8566461801528931],[0.8286161422729492],[0.8877464532852173]
