,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
23,,[0.015051637776196003],[0.8486411571502686],[0.8123077154159546],[0.014514715410768986],[0.8595494627952576],[0.8216392397880554],[0.014713804237544537],[0.8615565299987793],[0.824508011341095],[0.014806369319558144],[0.8508702516555786],[0.8127947449684143],[0.8721020221710205],[0.8497224450111389],[0.8190903663635254],[0.8744204044342041],[0.8498314023017883],[0.8229314684867859],[0.8679758906364441],[0.8414950966835022],[0.813204824924469],[0.773679256439209],[0.8192771077156067],[0.8487495183944702]
24,,[0.006910454016178846],[0.6751464009284973],[0.8571428656578064],[0.007015591021627188],[0.6887280344963074],[0.8607034087181091],[0.007170662749558687],[0.6693499684333801],[0.8602981567382812],[0.006908450275659561],[0.6766612529754639],[0.8573021292686462],[0.874559760093689],[0.8635482788085938],[0.857705295085907],[0.8686648607254028],[0.860787570476532],[0.853431224822998],[0.8724614381790161],[0.8622787594795227],[0.8553776741027832],[0.8713306188583374],[0.8626358509063721],[0.8565737009048462]
25,,[0.08789705485105515],[0.9398263692855835],[0.9343772530555725],[0.10233993083238602],[0.9395570755004883],[0.9307025671005249],[0.8931517004966736],[0.9392886757850647],[0.9237470030784607],[0.08821087330579758],[0.9389632344245911],[0.9338074922561646],[0.9466394186019897],[0.9386556148529053],[0.9257662892341614],[0.9454673528671265],[0.9360446333885193],[0.9225648045539856],[0.9509915113449097],[0.9420787692070007],[0.9278623461723328],[0.9434770941734314],[0.9362273216247559],[0.9233710765838623]
26,,[0.06214144453406334],[0.062372706830501556],[0.10964991897344589],[0.0622255764901638],[0.08509910106658936],[0.1405414193868637],[0.06226656585931778],[0.08465687930583954],[0.19745847582817078],[0.06212823837995529],[0.06234925612807274],[0.10829668492078781],[0.8562653064727783],[0.8750278949737549],[0.7213188409805298],[0.8423169851303101],[0.8607852458953857],[0.728541374206543],[0.8233326077461243],[0.8288151025772095],[0.7570936679840088],[0.8276255130767822],[0.9152331948280334],[0.08795944601297379]
27,,[0.10109376162290573],[0.9230552315711975],[0.9033499956130981],[0.10284727811813354],[0.9097481369972229],[0.899895966053009],[0.6189903020858765],[0.9258342385292053],[0.900872528553009],[0.10268206894397736],[0.9261432886123657],[0.9042945504188538],[0.9300951957702637],[0.9102720618247986],[0.8943053483963013],[0.9310401678085327],[0.9125242233276367],[0.8961793780326843],[0.9268894791603088],[0.8921650648117065],[0.8023280501365662],[0.9253178834915161],[0.9086317420005798],[0.8810953497886658]
28,,[0.0379936583340168],[0.8887170553207397],[0.8823613524436951],[0.03820918872952461],[0.8888732194900513],[0.8719029426574707],[0.03800905868411064],[0.8937929272651672],[0.8881597518920898],[0.038013607263565063],[0.8895136117935181],[0.880743145942688],[0.896836519241333],[0.8895039558410645],[0.8801966309547424],[0.8971372246742249],[0.8881925940513611],[0.8766186237335205],[0.8965807557106018],[0.8879377841949463],[0.862906813621521],[0.8946630954742432],[0.8886677026748657],[0.8396466374397278]
29,,[0.021327584981918335],[0.8796941637992859],[0.7568110227584839],[0.021220844238996506],[0.8886171579360962],[0.866902768611908],[0.020830286666750908],[0.888146162033081],[0.8587883114814758],[0.021105701103806496],[0.8779718279838562],[0.7560301423072815],[0.8904185891151428],[0.8743911981582642],[0.8535031676292419],[0.8896788954734802],[0.873370349407196],[0.8543307185173035],[0.8884679675102234],[0.873309850692749],[0.8495122790336609],[0.8888641595840454],[0.8710999488830566],[0.8455341458320618]
30,,[0.02478945627808571],[0.846668004989624],[0.6482053995132446],[0.034636031836271286],[0.8482151627540588],[0.83773273229599],[0.03992355614900589],[0.8479206562042236],[0.8383074402809143],[0.0246517863124609],[0.8448188304901123],[0.6487706303596497],[0.8566272258758545],[0.8429399132728577],[0.8348878026008606],[0.8557952642440796],[0.8431751132011414],[0.8351265788078308],[0.853952944278717],[0.8422016501426697],[0.8364754319190979],[0.8488407135009766],[0.8379098176956177],[0.5846769213676453]
31,,[0.03220682591199875],[0.9380185604095459],[0.8106849193572998],[0.03249002620577812],[0.9473176598548889],[0.9266905784606934],[0.032484401017427444],[0.9379411339759827],[0.8355686664581299],[0.03214974328875542],[0.9352746605873108],[0.8111734986305237],[0.9475705027580261],[0.9269919991493225],[0.8204919099807739],[0.9488193988800049],[0.9276722073554993],[0.8208124041557312],[0.9439592361450195],[0.9179020524024963],[0.8146328330039978],[0.9491121172904968],[0.9319577217102051],[0.8453662991523743]
32,,[0.05909212678670883],[0.8646237850189209],[0.5205633640289307],[0.0477861687541008],[0.8360356092453003],[0.8836353421211243],[0.08494430035352707],[0.8665987849235535],[0.8682926893234253],[0.0522979274392128],[0.8660534620285034],[0.6671230792999268],[0.9036728739738464],[0.8679299354553223],[0.8592957258224487],[0.8978966474533081],[0.8641797304153442],[0.8561464548110962],[0.8977888822555542],[0.8638064861297607],[0.8558558821678162],[0.8333104848861694],[0.8588762283325195],[0.8502119183540344]
33,,[0.027882590889930725],[0.8999237418174744],[0.8903325200080872],[0.027655882760882378],[0.9033946990966797],[0.8891931176185608],[0.027633683755993843],[0.9044886827468872],[0.8904273509979248],[0.02800973318517208],[0.9003896117210388],[0.8896681666374207],[0.9079135656356812],[0.8964638113975525],[0.8873649835586548],[0.907254695892334],[0.8964638113975525],[0.8872696161270142],[0.9098387956619263],[0.8988039493560791],[0.888983964920044],[0.9010878801345825],[0.896838903427124],[0.889098048210144]
34,,[0.6161080598831177],[0.8056098222732544],[0.9533339738845825],[0.6266012191772461],[0.9582474231719971],[0.9511890411376953],[0.6261937618255615],[0.9587743282318115],[0.9501649737358093],[0.6457483768463135],[0.7745294570922852],[0.9542070031166077],[0.9618014097213745],[0.9555080533027649],[0.9496742486953735],[0.9604164361953735],[0.9546264410018921],[0.949151873588562],[0.9617418050765991],[0.9547346234321594],[0.9485918283462524],[0.9550259709358215],[0.9491386413574219],[0.8695755004882812]
35,,[0.10972324758768082],[0.9612876772880554],[0.8382523655891418],[0.13651472330093384],[0.9301271438598633],[0.9604477286338806],[0.2569793462753296],[0.9458391666412354],[0.9583462476730347],[0.11017307639122009],[0.9618273377418518],[0.8486337065696716],[0.9622447490692139],[0.9594083428382874],[0.9565789699554443],[0.9619220495223999],[0.9591464400291443],[0.956204891204834],[0.9555969834327698],[0.9054303765296936],[0.8329378962516785],[0.9301863312721252],[0.9508196711540222],[0.45308494567871094]
36,,[0.42115676403045654],[0.4320623576641083],[0.4902362525463104],[0.42138034105300903],[0.42458125948905945],[0.5906860828399658],[0.4220207631587982],[0.4927879273891449],[0.7854700088500977],[0.42113441228866577],[0.5187397599220276],[0.0836954340338707],[0.9404110312461853],[0.8730769753456116],[0.6827951669692993],[0.9286674857139587],[0.8670672178268433],[0.6302133202552795],[0.9323904514312744],[0.8461551666259766],[0.5494397878646851],[0.7275998592376709],[0.7484332919120789],[0.552273154258728]
37,,[0.044440317898988724],[0.9135964512825012],[0.9079568386077881],[0.04927991330623627],[0.9177467823028564],[0.9077727198600769],[0.24843549728393555],[0.9175089597702026],[0.9064821004867554],[0.04334758594632149],[0.9129863977432251],[0.9066666960716248],[0.917278528213501],[0.9102967977523804],[0.906297504901886],[0.9178484082221985],[0.9109123945236206],[0.9072199463844299],[0.9186899065971375],[0.9146422743797302],[0.9084477424621582],[0.9108682870864868],[0.9067405462265015],[0.8982647061347961]
38,,[0.019448785111308098],[0.8644307851791382],[0.8486589789390564],[0.017750201746821404],[0.8219056129455566],[0.8525059819221497],[0.02009625732898712],[0.8148148059844971],[0.8519579768180847],[0.019225262105464935],[0.8220036029815674],[0.8514094352722168],[0.8676401376724243],[0.8579572439193726],[0.8369618058204651],[0.8676401376724243],[0.8557829856872559],[0.8369618058204651],[0.8671064972877502],[0.8568711280822754],[0.8335759043693542],[0.869238018989563],[0.8568711280822754],[0.8403280377388]
39,,[0.0312739796936512],[0.8838427662849426],[0.7018442749977112],[0.03142720088362694],[0.8902385830879211],[0.8103044629096985],[0.040498167276382446],[0.8907198905944824],[0.7220543622970581],[0.03152364119887352],[0.8842289447784424],[0.7005128264427185],[0.8974359035491943],[0.8858767151832581],[0.8007572293281555],[0.8997867703437805],[0.886561930179596],[0.8064060211181641],[0.8990200161933899],[0.8851026892662048],[0.8226554989814758],[0.8985507488250732],[0.8855895400047302],[0.5987958312034607]
40,,[0.047838497906923294],[0.2580544948577881],[0.10644448548555374],[0.07250325381755829],[0.6831955909729004],[0.6125981211662292],[0.04843859001994133],[0.09434573352336884],[0.6710940599441528],[0.029378743842244148],[0.6990151405334473],[0.08577567338943481],[0.7819362878799438],[0.7327266335487366],[0.6083348989486694],[0.7820154428482056],[0.7350465655326843],[0.6092124581336975],[0.6912329792976379],[0.627848744392395],[0.5585365891456604],[0.7636902332305908],[0.7207319140434265],[0.612054705619812]
41,,[0.06154020130634308],[0.8409921526908875],[0.8569121956825256],[0.06105045974254608],[0.8362810611724854],[0.8648272156715393],[0.0615246556699276],[0.8345065712928772],[0.8658105134963989],[0.06083894520998001],[0.8396762013435364],[0.8613663911819458],[0.9094793200492859],[0.9206872582435608],[0.8736045360565186],[0.9003909230232239],[0.9208926558494568],[0.8741493225097656],[0.9089913964271545],[0.9205803871154785],[0.875034511089325],[0.8451206684112549],[0.8603904843330383],[0.21553930640220642]
42,,[0.02678048051893711],[0.653349757194519],[0.9195961356163025],[0.028387367725372314],[0.6807473301887512],[0.9205520153045654],[0.044002875685691833],[0.6723137497901917],[0.9199442267417908],[0.027057580649852753],[0.6472100615501404],[0.9198391437530518],[0.9280222058296204],[0.926916241645813],[0.9220507144927979],[0.9257609248161316],[0.9249271750450134],[0.9219925999641418],[0.9260213375091553],[0.9260780215263367],[0.9221579432487488],[0.9361982941627502],[0.9272118806838989],[0.8918677568435669]
43,,[0.009227744303643703],[0.9329897165298462],[0.9156118035316467],[0.012578925117850304],[0.8637531995773315],[0.9298701286315918],[0.015406811609864235],[0.8598651885986328],[0.9316062331199646],[0.00924554094672203],[0.9340885877609253],[0.9158977270126343],[0.9408766627311707],[0.9285157322883606],[0.9134691953659058],[0.9408766627311707],[0.9290724992752075],[0.9128938317298889],[0.9391615390777588],[0.9250848293304443],[0.908559262752533],[0.9331957697868347],[0.9141347408294678],[0.8894295692443848]
44,,[0.07636766880750656],[0.9376895427703857],[0.9295006990432739],[0.0772024542093277],[0.9371411800384521],[0.9454873204231262],[0.15734344720840454],[0.9353320002555847],[0.9507293105125427],[0.07621640712022781],[0.9392330050468445],[0.9236003756523132],[0.9442466497421265],[0.9496200084686279],[0.9246900677680969],[0.9426002502441406],[0.9520236253738403],[0.9323424100875854],[0.9451041221618652],[0.9515011310577393],[0.9299984574317932],[0.9535208344459534],[0.9465194940567017],[0.9197284579277039]
45,,[0.8333128690719604],[0.29343339800834656],[0.00045651677646674216],[0.025614861398935318],[0.8666898012161255],[0.8523293137550354],[0.03521523252129555],[0.8548406362533569],[0.8436166048049927],[0.028046613559126854],[0.8562989830970764],[0.36468616127967834],[0.8708062171936035],[0.8613418340682983],[0.8479107022285461],[0.8671450018882751],[0.8620163202285767],[0.8493540287017822],[0.8628613948822021],[0.8594069480895996],[0.8444270491600037],[0.8549431562423706],[0.8541719317436218],[0.8439126014709473]
46,,[0.43481191992759705],[0.8044674396514893],[0.8702853322029114],[0.43246206641197205],[0.8680987358093262],[0.8656622171401978],[0.4347327947616577],[0.8720375895500183],[0.8645615577697754],[0.43597832322120667],[0.793001651763916],[0.8731798529624939],[0.94963139295578],[0.9457237124443054],[0.9295745491981506],[0.950355052947998],[0.9383237957954407],[0.924527108669281],[0.9168832898139954],[0.9425036311149597],[0.936988353729248],[0.841779351234436],[0.8511314988136292],[0.7655222415924072]
47,,[0.6752178072929382],[0.29035118222236633],[0.1227663904428482],[0.6773939728736877],[0.6835553646087646],[0.7375177145004272],[0.6740908622741699],[0.6679737567901611],[0.7704054713249207],[0.6775692105293274],[0.6754258275032043],[0.16998541355133057],[0.8694617748260498],[0.843189537525177],[0.5198254585266113],[0.815849781036377],[0.854613184928894],[0.4857129752635956],[0.7688601613044739],[0.49234309792518616],[0.15175707638263702],[0.6649042963981628],[0.42140913009643555],[0.23778598010540009]
48,,[0.019375057891011238],[0.9309030175209045],[0.9115248918533325],[0.01961214281618595],[0.9373902678489685],[0.9199614524841309],[0.024946093559265137],[0.9404410719871521],[0.9177238345146179],[0.019414784386754036],[0.9296278357505798],[0.883924126625061],[0.943276584148407],[0.9273836612701416],[0.9115679264068604],[0.9434803128242493],[0.9302158951759338],[0.9157180786132812],[0.9440993666648865],[0.9298496842384338],[0.9169186353683472],[0.9195973873138428],[0.8688172101974487],[0.5437420010566711]
49,,[0.010775216855108738],[0.960877537727356],[0.9527353644371033],[0.0108339823782444],[0.9620160460472107],[0.9524163603782654],[0.010922138579189777],[0.9612573385238647],[0.9516728520393372],[0.010782572440803051],[0.9612573385238647],[0.9528406858444214],[0.9623675346374512],[0.9544950127601624],[0.9521316289901733],[0.9623675346374512],[0.9548482894897461],[0.9524878263473511],[0.9628279805183411],[0.9584711790084839],[0.9515287280082703],[0.9481592774391174],[0.8872959017753601],[0.8517298102378845]
50,,[0.005649577360600233],[0.9170939922332764],[0.9003914594650269],[0.005668225232511759],[0.925815999507904],[0.9037293791770935],[0.005736693274229765],[0.925815999507904],[0.9046793580055237],[0.005651538260281086],[0.9180187582969666],[0.9008695483207703],[0.9267879724502563],[0.9099525809288025],[0.8993464112281799],[0.9254237413406372],[0.9099525809288025],[0.8998258113861084],[0.9217687249183655],[0.9061012268066406],[0.8979057669639587],[0.914383590221405],[0.9042046070098877],[0.8891820311546326]
51,,[0.03782857954502106],[0.9014191627502441],[0.8816981911659241],[0.0652521476149559],[0.9094559550285339],[0.8838830590248108],[0.05277780443429947],[0.9037598967552185],[0.8817023634910583],[0.037777379155159],[0.9045904874801636],[0.8805699348449707],[0.9097422957420349],[0.8934510350227356],[0.8730428218841553],[0.9073957204818726],[0.8915369510650635],[0.8714463114738464],[0.904602587223053],[0.8879033327102661],[0.8681743741035461],[0.9012157917022705],[0.8837839365005493],[0.8618507981300354]
52,,[0.015067658387124538],[0.8831929564476013],[0.8495237827301025],[0.022609002888202667],[0.8857247233390808],[0.8647433519363403],[0.022341277450323105],[0.8857247233390808],[0.8664422035217285],[0.014245474711060524],[0.8819648027420044],[0.8443251252174377],[0.8941091299057007],[0.8832598924636841],[0.8736998438835144],[0.8949837684631348],[0.8835164904594421],[0.8745359778404236],[0.8937093019485474],[0.8829357624053955],[0.8699217438697815],[0.8893740773200989],[0.8777244091033936],[0.8610067367553711]
53,,[0.028308633714914322],[0.02730749547481537],[0.4615694284439087],[0.02826761081814766],[0.7956605553627014],[0.6025964617729187],[0.02811414934694767],[0.7564138770103455],[0.7225319743156433],[0.02829478308558464],[0.5957132577896118],[0.44348540902137756],[0.753970742225647],[0.6943978667259216],[0.6471516489982605],[0.7497722506523132],[0.6986141204833984],[0.6469455361366272],[0.6514703035354614],[0.6186196804046631],[0.5911786556243896],[0.7430131435394287],[0.6638946533203125],[0.5860362648963928]
