,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
21,,[0.3209965229034424],[0.3215579390525818],[0.654914915561676],[0.3208982050418854],[0.3229396343231201],[0.6766132712364197],[0.3209197521209717],[0.5815315842628479],[0.674993097782135],[0.3196789026260376],[0.31783202290534973],[0.009944064542651176],[0.6491050720214844],[0.9372177124023438],[0.792140781879425],[0.7468488216400146],[0.8962013721466064],[0.6559340953826904],[0.7020857930183411],[0.6844527125358582],[0.5522817969322205],[0.005539822857826948],[0.0035499236546456814],[0.0028361945878714323]
22,,[0.27338269352912903],[0.2731224000453949],[0.8576689958572388],[0.2738335430622101],[0.2732747495174408],[0.8886595368385315],[0.2742259204387665],[0.27371129393577576],[0.8975071310997009],[0.27329903841018677],[0.27289286255836487],[0.011397662572562695],[0.7954904437065125],[0.8914593458175659],[0.8724215030670166],[0.8601508140563965],[0.8638076186180115],[0.8036893606185913],[0.8174179196357727],[0.8908846378326416],[0.8717068433761597],[0.8943467736244202],[0.8751751184463501],[0.05297670513391495]
23,,[0.47701188921928406],[0.8035504817962646],[0.8471459150314331],[0.4781358242034912],[0.47685790061950684],[0.899314820766449],[0.478326678276062],[0.5206725597381592],[0.9304518699645996],[0.47809213399887085],[0.5155694484710693],[0.9206913709640503],[0.9431402683258057],[0.9379143118858337],[0.8546789288520813],[0.9414865374565125],[0.9392290115356445],[0.8767087459564209],[0.8983961343765259],[0.9356115460395813],[0.8605061769485474],[0.8717443943023682],[0.7994499206542969],[0.6797983050346375]
24,,[0.35088634490966797],[0.3513113260269165],[0.8130509257316589],[0.3513380289077759],[0.35263270139694214],[0.8105669617652893],[0.3518974781036377],[0.840255618095398],[0.801621675491333],[0.35066306591033936],[0.3514067530632019],[0.803088366985321],[0.942780613899231],[0.9244513511657715],[0.9093857407569885],[0.8464096188545227],[0.8057067394256592],[0.9239831566810608],[0.847356379032135],[0.8672406673431396],[0.8455822467803955],[0.8848639726638794],[0.8643993735313416],[0.8372188806533813]
25,,[0.35002607107162476],[0.8381044864654541],[0.567835807800293],[0.3507522642612457],[0.35009926557540894],[0.8299275040626526],[0.3506304919719696],[0.35067716240882874],[0.8672422170639038],[0.3495442569255829],[0.34999582171440125],[0.7869890928268433],[0.909530520439148],[0.91860431432724],[0.8812194466590881],[0.8525686860084534],[0.8522875308990479],[0.9094191789627075],[0.8502953052520752],[0.8281653523445129],[0.7965245246887207],[0.5218426585197449],[0.644620418548584],[0.08835341036319733]
26,,[0.33235275745391846],[0.33134427666664124],[0.7482237815856934],[0.3322694003582001],[0.3311122953891754],[0.8272013068199158],[0.3316330015659332],[0.3310295641422272],[0.7643613219261169],[0.3323999047279358],[0.331337034702301],[0.7877914905548096],[0.7635542750358582],[0.8423935770988464],[0.1738448441028595],[0.7990804314613342],[0.8269324898719788],[0.20585642755031586],[0.8058171272277832],[0.813183605670929],[0.17189517617225647],[0.6662623882293701],[0.7098438739776611],[0.6440276503562927]
27,,[0.31735309958457947],[0.31740352511405945],[0.8453044295310974],[0.3175949454307556],[0.3171895146369934],[0.8517645597457886],[0.3175150454044342],[0.3179495930671692],[0.9004195928573608],[0.31739380955696106],[0.3166031241416931],[0.8965495228767395],[0.7549818158149719],[0.8985190987586975],[0.8048444986343384],[0.8663452863693237],[0.8808079361915588],[0.10792160034179688],[0.8339080810546875],[0.8965343832969666],[0.8066002130508423],[0.7885304689407349],[0.8659895062446594],[0.1729917973279953]
28,,[0.3447928726673126],[0.3482257127761841],[0.015094339847564697],[0.3447977900505066],[0.34426093101501465],[0.8940412998199463],[0.3446364104747772],[0.3441731035709381],[0.8828270435333252],[0.3448289930820465],[0.34353435039520264],[0.8522699475288391],[0.7919957637786865],[0.8984913229942322],[0.8296118378639221],[0.8853405714035034],[0.8978131413459778],[0.10878632217645645],[0.8774673938751221],[0.8980329036712646],[0.10443135350942612],[0.8825997710227966],[0.8976832628250122],[0.7775204181671143]
29,,[0.23261861503124237],[0.24549172818660736],[0.6779478192329407],[0.23226703703403473],[0.24643805623054504],[0.556491494178772],[0.23483379185199738],[0.2477612942457199],[0.7430746555328369],[0.23220311105251312],[0.24445651471614838],[0.4508182406425476],[0.9195641279220581],[0.9647722840309143],[0.9530415534973145],[0.8639058470726013],[0.9603342413902283],[0.9419128894805908],[0.9459611177444458],[0.9608663320541382],[0.8035694360733032],[0.7744181156158447],[0.8123024106025696],[0.8804005980491638]
30,,[0.23370514810085297],[0.24954818189144135],[0.7638799548149109],[0.2461879998445511],[0.25505197048187256],[0.806696891784668],[0.24190665781497955],[0.2541752755641937],[0.7409563064575195],[0.23373450338840485],[0.25029414892196655],[0.8112848997116089],[0.9703721404075623],[0.9643172025680542],[0.9494949579238892],[0.972178041934967],[0.963537335395813],[0.9453491568565369],[0.965593159198761],[0.9638672471046448],[0.9529995322227478],[0.8760116696357727],[0.8822985291481018],[0.8761245608329773]
31,,[0.1294087916612625],[0.4648604094982147],[0.9599921703338623],[0.127952441573143],[0.9637829065322876],[0.9616628885269165],[0.12830983102321625],[0.9615796208381653],[0.9601495862007141],[0.1260334700345993],[0.6033333539962769],[0.9604774117469788],[0.9635957479476929],[0.9620476365089417],[0.9592018127441406],[0.9630709290504456],[0.9615157842636108],[0.9595809578895569],[0.9627540707588196],[0.9614138603210449],[0.9588282108306885],[0.9650038480758667],[0.9620428085327148],[0.8955065608024597]
32,,[0.17330487072467804],[0.9593400359153748],[0.0058139534667134285],[0.1515303999185562],[0.9607290029525757],[0.9669249057769775],[0.15460728108882904],[0.9746794104576111],[0.967446506023407],[0.15068276226520538],[0.592176616191864],[0.9686203002929688],[0.9744011759757996],[0.9695157408714294],[0.963694155216217],[0.9743505716323853],[0.9701244831085205],[0.9642200469970703],[0.9742998480796814],[0.9691681265830994],[0.9635207653045654],[0.974909782409668],[0.9709027409553528],[0.9648375511169434]
33,,[0.18357352912425995],[0.5690944790840149],[0.9747161865234375],[0.18394578993320465],[0.9707080721855164],[0.9717353582382202],[0.18490107357501984],[0.955805242061615],[0.9720121622085571],[0.18520252406597137],[0.9696969985961914],[0.03135888651013374],[0.9767142534255981],[0.9727560877799988],[0.9584563970565796],[0.9762654900550842],[0.9730988144874573],[0.9583196640014648],[0.9777749180793762],[0.9734307527542114],[0.9601048231124878],[0.9323833584785461],[0.9096534848213196],[0.87288498878479]
34,,[0.29134517908096313],[0.3415035307407379],[0.9485743641853333],[0.29156091809272766],[0.32472342252731323],[0.9596938490867615],[0.29087087512016296],[0.3518129587173462],[0.9563626050949097],[0.29124653339385986],[0.34182342886924744],[0.9471920728683472],[0.9544782042503357],[0.9527604579925537],[0.9435244798660278],[0.9531954526901245],[0.9536557793617249],[0.9439958930015564],[0.8910133838653564],[0.8765547275543213],[0.4110988974571228],[0.011670106090605259],[0.009035649709403515],[0.010598769411444664]
35,,[0.23176459968090057],[0.5381030440330505],[0.9760094881057739],[0.23399300873279572],[0.6314319372177124],[0.9779943823814392],[0.23428453505039215],[0.696570634841919],[0.9761058688163757],[0.23171226680278778],[0.5600727796554565],[0.9760331511497498],[0.9819154143333435],[0.9793992042541504],[0.9632411599159241],[0.981503963470459],[0.979192316532135],[0.962223470211029],[0.979003369808197],[0.981850266456604],[0.9665019512176514],[0.9815347194671631],[0.9776748418807983],[0.961590588092804]
36,,[0.23848667740821838],[0.5478267669677734],[0.9725195169448853],[0.239130437374115],[0.9746373295783997],[0.9705171585083008],[0.24530275166034698],[0.9337963461875916],[0.9725558161735535],[0.23857712745666504],[0.5485532283782959],[0.9727750420570374],[0.9753921627998352],[0.9728218913078308],[0.9634389877319336],[0.9748907685279846],[0.9723106622695923],[0.9583781957626343],[0.9748536348342896],[0.9716493487358093],[0.9575876593589783],[0.774905264377594],[0.7853084802627563],[0.04022775962948799]
37,,[0.12780240178108215],[0.9667690992355347],[0.9585316181182861],[0.128033846616745],[0.48414546251296997],[0.9611546993255615],[0.12755897641181946],[0.9663614630699158],[0.9554798007011414],[0.9503670930862427],[0.01149851642549038],[0.01039153803139925],[0.9656635522842407],[0.9592311978340149],[0.9504698514938354],[0.9660690426826477],[0.9606436491012573],[0.9530319571495056],[0.9653775691986084],[0.9603413343429565],[0.9524181485176086],[0.963771641254425],[0.9558866620063782],[0.9411416053771973]
38,,[0.17854031920433044],[0.8865261077880859],[0.9696199297904968],[0.17823302745819092],[0.94998699426651],[0.9678025245666504],[0.177867591381073],[0.9698339104652405],[0.9671140909194946],[0.1784731149673462],[0.9502029418945312],[0.9685113430023193],[0.9722740650177002],[0.9678241014480591],[0.9622387290000916],[0.9717258214950562],[0.967681348323822],[0.9611827731132507],[0.9735442996025085],[0.9700414538383484],[0.966147243976593],[0.9666978716850281],[0.9653132557868958],[0.9568930268287659]
39,,[0.16717524826526642],[0.879989743232727],[0.964264988899231],[0.16659055650234222],[0.9077672958374023],[0.9631245732307434],[0.1664288491010666],[0.9219732284545898],[0.9625855088233948],[0.16670958697795868],[0.8159820437431335],[0.962294340133667],[0.969570517539978],[0.9656322598457336],[0.954818844795227],[0.9701331257820129],[0.9638887047767639],[0.9545688033103943],[0.9701159596443176],[0.9629036784172058],[0.954338550567627],[0.9319748282432556],[0.8988173604011536],[0.7989882230758667]
40,,[0.3284013569355011],[0.7352261543273926],[0.9657008647918701],[0.32798704504966736],[0.688202977180481],[0.9670559167861938],[0.3259262442588806],[0.9659786820411682],[0.9645894169807434],[0.3284490406513214],[0.48352310061454773],[0.9654473066329956],[0.967385470867157],[0.9663647413253784],[0.962131142616272],[0.9670898914337158],[0.966161847114563],[0.9621076583862305],[0.9672855734825134],[0.966161847114563],[0.9614635705947876],[0.8957536816596985],[0.92762291431427],[0.008150183595716953]
41,,[0.2884675860404968],[0.30390551686286926],[0.9649345874786377],[0.2884613275527954],[0.32254427671432495],[0.9656873941421509],[0.28877192735671997],[0.47012150287628174],[0.9661538600921631],[0.288455069065094],[0.3040388822555542],[0.9649162292480469],[0.9679413437843323],[0.9635047316551208],[0.9599577188491821],[0.968625545501709],[0.9651968479156494],[0.9609860777854919],[0.9676357507705688],[0.964016318321228],[0.9477089047431946],[0.8275299668312073],[0.788266122341156],[0.4251932203769684]
42,,[0.2564062774181366],[0.2924911379814148],[0.9806557297706604],[0.256979763507843],[0.6790313720703125],[0.9850965142250061],[0.2572363018989563],[0.7176684737205505],[0.9846962690353394],[0.2567017376422882],[0.5340065360069275],[0.9825317859649658],[0.9861802458763123],[0.9844201803207397],[0.9809780120849609],[0.9860377311706543],[0.9842366576194763],[0.9806529879570007],[0.9852966666221619],[0.9821374416351318],[0.9789418578147888],[0.9804058074951172],[0.957338809967041],[0.9158289432525635]
43,,[0.37224000692367554],[0.5157262086868286],[0.9257935285568237],[0.3728194534778595],[0.49057018756866455],[0.9251589179039001],[0.3734949827194214],[0.6625558733940125],[0.9262538552284241],[0.37230944633483887],[0.5171719193458557],[0.9277923703193665],[0.9225910305976868],[0.9264541268348694],[0.9695097804069519],[0.9226427674293518],[0.9410107135772705],[0.9719232320785522],[0.9191998839378357],[0.920304536819458],[0.8961300253868103],[0.7064154148101807],[0.6873173713684082],[0.007620887830853462]
44,,[0.4123569428920746],[0.6407402157783508],[0.9852216839790344],[0.4138372540473938],[0.9852133989334106],[0.9844993948936462],[0.4125578701496124],[0.9848421216011047],[0.9834607839584351],[0.41225266456604004],[0.828615665435791],[0.9852333664894104],[0.9860823154449463],[0.9851433634757996],[0.9788720011711121],[0.9859989881515503],[0.98460853099823],[0.9783037304878235],[0.9860754609107971],[0.9829142689704895],[0.9499639868736267],[0.9844905734062195],[0.9737165570259094],[0.9545500874519348]
45,,[0.4461458623409271],[0.5713856816291809],[0.14651279151439667],[0.44702380895614624],[0.47979727387428284],[0.8875595331192017],[0.44781461358070374],[0.47780758142471313],[0.9026115536689758],[0.44760119915008545],[0.529963493347168],[0.8478571176528931],[0.9569116234779358],[0.9079363346099854],[0.8693938851356506],[0.954951822757721],[0.9049567580223083],[0.8583894968032837],[0.9454851150512695],[0.8985661268234253],[0.13159187138080597],[0.8893168568611145],[0.8424375057220459],[0.6708902716636658]
46,,[0.45004838705062866],[0.7523899078369141],[0.9768929481506348],[0.4506053030490875],[0.7716261744499207],[0.9820391535758972],[0.451450377702713],[0.7931542992591858],[0.9752751588821411],[0.44993290305137634],[0.767326831817627],[0.9782613515853882],[0.9853544235229492],[0.9816934466362],[0.9665294885635376],[0.983154833316803],[0.9767410755157471],[0.9561343193054199],[0.984902560710907],[0.9787243604660034],[0.9653312563896179],[0.909150242805481],[0.7388066649436951],[7.267441833391786e-05]
47,,[0.5379152894020081],[0.6558752655982971],[0.9623681902885437],[0.5392199158668518],[0.6418401002883911],[0.9675600528717041],[0.5392643213272095],[0.6896432042121887],[0.962627112865448],[0.5379515290260315],[0.6445537805557251],[0.9562270641326904],[0.9743921756744385],[0.9609887003898621],[0.9464832544326782],[0.9747934341430664],[0.9619287252426147],[0.946101725101471],[0.9739273190498352],[0.9647766351699829],[0.5103532671928406],[0.9303383231163025],[0.9144956469535828],[0.6910669207572937]
48,,[0.47618216276168823],[0.5080373287200928],[0.8319956064224243],[0.47618770599365234],[0.546938419342041],[0.9715789556503296],[0.4795069992542267],[0.7895183563232422],[0.969733476638794],[0.47606945037841797],[0.5063481330871582],[0.8676760792732239],[0.953152060508728],[0.9695313572883606],[0.9609504342079163],[0.9209498763084412],[0.963511049747467],[0.9582249522209167],[0.9203808903694153],[0.9569101929664612],[0.9479391574859619],[0.8096809387207031],[0.8192859888076782],[0.7705930471420288]
49,,[0.10925397276878357],[0.11967585980892181],[0.9553492665290833],[0.1089380756020546],[0.11386574804782867],[0.9552040696144104],[0.10885026305913925],[0.1901189237833023],[0.9566371440887451],[0.1092531755566597],[0.11541932076215744],[0.9543203115463257],[0.9581180810928345],[0.9562311768531799],[0.938909649848938],[0.9579480290412903],[0.9543067812919617],[0.936107337474823],[0.9533311128616333],[0.9423337578773499],[0.9275528788566589],[0.9568361043930054],[0.955141007900238],[0.9356300830841064]
50,,[0.3475220501422882],[0.6848865151405334],[0.9819977283477783],[0.3477591872215271],[0.9420932531356812],[0.9817891716957092],[0.3479398190975189],[0.8446094393730164],[0.9815702438354492],[0.34737661480903625],[0.7325539588928223],[0.981532633304596],[0.9840542674064636],[0.9813267588615417],[0.9729897379875183],[0.9845101237297058],[0.9812027812004089],[0.9726324677467346],[0.9809678792953491],[0.9721696376800537],[0.9537332653999329],[0.9558296203613281],[0.9422665238380432],[0.8976026177406311]
51,,[0.4469563663005829],[0.6706462502479553],[0.9739482402801514],[0.4473928213119507],[0.7257870435714722],[0.9721905589103699],[0.4492229223251343],[0.6265647411346436],[0.9783726930618286],[0.44682779908180237],[0.8415514826774597],[0.9680476188659668],[0.9668797850608826],[0.9756783843040466],[0.960923433303833],[0.969527006149292],[0.9756473898887634],[0.9592354893684387],[0.9757425785064697],[0.957115113735199],[0.9138961434364319],[0.9745295643806458],[0.9754989743232727],[0.9573562741279602]
52,,[0.4434497654438019],[0.7257612943649292],[0.9520363807678223],[0.4520178437232971],[0.9326887726783752],[0.9565176963806152],[0.4549887776374817],[0.6200538277626038],[0.9643944501876831],[0.44303444027900696],[0.6360491514205933],[0.9693087935447693],[0.9654262661933899],[0.9695718288421631],[0.9534797072410583],[0.9586095213890076],[0.9693116545677185],[0.9524564743041992],[0.9487440586090088],[0.9522898197174072],[0.931536853313446],[0.9409749507904053],[0.9351992607116699],[0.9133949875831604]
53,,[0.2934378981590271],[0.9765622019767761],[0.9758228659629822],[0.29394200444221497],[0.959428608417511],[0.96750408411026],[0.29371318221092224],[0.9650272130966187],[0.9674500226974487],[0.2942086458206177],[0.9711039662361145],[0.11392670124769211],[0.975868284702301],[0.9710237979888916],[0.9609584212303162],[0.9718746542930603],[0.9727379083633423],[0.9625864624977112],[0.9698006510734558],[0.97293621301651],[0.9631468653678894],[0.934927225112915],[0.9754922389984131],[0.9698923230171204]
54,,[0.22444957494735718],[0.9831756353378296],[0.9811688661575317],[0.22490142285823822],[0.9552801251411438],[0.9797512888908386],[0.22436223924160004],[0.9656279683113098],[0.9783772826194763],[0.22443178296089172],[0.9833903908729553],[0.9812230467796326],[0.9831167459487915],[0.9799064993858337],[0.9723344445228577],[0.9835395216941833],[0.9803256988525391],[0.9742555618286133],[0.9824309945106506],[0.9774273633956909],[0.9666527509689331],[0.9782059788703918],[0.9546005725860596],[0.8915972709655762]
