,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
22,,[0.8907431960105896],[0.27303546667099],[0.2729346752166748],[0.8979802131652832],[0.27358993887901306],[0.2730347216129303],[0.8990980982780457],[0.8969922661781311],[0.27291518449783325],[0.004019403830170631],[0.07458522915840149],[0.2730900049209595],[0.8122697472572327],[0.8972766399383545],[0.8945758938789368],[0.8479565978050232],[0.8979201912879944],[0.8955408334732056],[0.05155233293771744],[0.8961077332496643],[0.8923391699790955],[0.05485401675105095],[0.8704643845558167],[0.8910305500030518]
23,,[0.9270166754722595],[0.5162098407745361],[0.4758184850215912],[0.9441810846328735],[0.57707679271698],[0.47628453373908997],[0.9520758986473083],[0.6598523259162903],[0.4763183891773224],[0.623673141002655],[0.7696402072906494],[0.47603994607925415],[0.9407689571380615],[0.9560891389846802],[0.9500725865364075],[0.9440173506736755],[0.9556021690368652],[0.95701003074646],[0.9500619173049927],[0.9553224444389343],[0.928960919380188],[0.19056712090969086],[0.024462489411234856],[0.20467795431613922]
24,,[0.1725359708070755],[0.8982517719268799],[0.3502914607524872],[0.9001263380050659],[0.8512301445007324],[0.3504455089569092],[0.8776178956031799],[0.9517478942871094],[0.3480313718318939],[0.8651256561279297],[0.8399957418441772],[0.3506111204624176],[0.8634869456291199],[0.942853569984436],[0.9495342373847961],[0.8613305687904358],[0.9425716400146484],[0.9493366479873657],[0.8619334101676941],[0.8781794905662537],[0.948610246181488],[0.23315584659576416],[0.8236846923828125],[0.9186722040176392]
25,,[0.8928243517875671],[0.8396096229553223],[0.3500870168209076],[0.8869909048080444],[0.9390413761138916],[0.3491266667842865],[0.889312744140625],[0.9352172613143921],[0.3471919596195221],[0.8909338712692261],[0.9139946699142456],[0.35005679726600647],[0.8904423117637634],[0.9396721720695496],[0.9510021209716797],[0.8865782022476196],[0.9028732776641846],[0.9438371658325195],[0.8958583474159241],[0.9412298202514648],[0.9534904360771179],[0.8952742218971252],[0.9379189014434814],[0.9078182578086853]
26,,[0.01609926111996174],[0.024707743898034096],[0.33233392238616943],[0.819198489189148],[0.33052849769592285],[0.3319259285926819],[0.8101221323013306],[0.8301237225532532],[0.33073166012763977],[0.7984065413475037],[0.33038216829299927],[0.33072295784950256],[0.17668917775154114],[0.8147996664047241],[0.8194169998168945],[0.7685602903366089],[0.8205277323722839],[0.8494626879692078],[0.17639337480068207],[0.8244588375091553],[0.8380745649337769],[0.17404679954051971],[0.20547287166118622],[0.8135316967964172]
27,,[0.8972331881523132],[0.544074296951294],[0.3163077235221863],[0.8966856598854065],[0.8972635269165039],[0.31598785519599915],[0.8938115239143372],[0.9001935720443726],[0.3157961070537567],[0.8965055346488953],[0.3124447166919708],[0.31633004546165466],[0.8793293237686157],[0.8991414904594421],[0.9034849405288696],[0.11030883342027664],[0.8995294570922852],[0.9040619730949402],[0.10691757500171661],[0.9003209471702576],[0.9045143723487854],[0.7034589052200317],[0.7940211296081543],[0.7890868782997131]
28,,[0.767875611782074],[0.35787108540534973],[0.3437306582927704],[0.7639442086219788],[0.8971776962280273],[0.3430190086364746],[0.7989330887794495],[0.9000841975212097],[0.3441745638847351],[0.7639418840408325],[0.39150741696357727],[0.34373676776885986],[0.7716540694236755],[0.899740993976593],[0.9080238342285156],[0.777547299861908],[0.9000930786132812],[0.9097748398780823],[0.10075142234563828],[0.8901141881942749],[0.9032164812088013],[0.10244637727737427],[0.8989606499671936],[0.9077197909355164]
29,,[0.9478738903999329],[0.28641995787620544],[0.2327113300561905],[0.9620500802993774],[0.6358062624931335],[0.23514975607395172],[0.9594914317131042],[0.7853955626487732],[0.24530203640460968],[0.9542263746261597],[0.30847182869911194],[0.2327662706375122],[0.9494577646255493],[0.9675596952438354],[0.9705712795257568],[0.9437359571456909],[0.9643851518630981],[0.9689590334892273],[0.9631397128105164],[0.9566540122032166],[0.8387497663497925],[0.8716626167297363],[0.891205906867981],[0.9078395962715149]
30,,[0.9610939025878906],[0.43275707960128784],[0.2344025820493698],[0.9643102288246155],[0.6448574662208557],[0.2453332096338272],[0.9558423757553101],[0.9625736474990845],[0.2605215311050415],[0.9578438401222229],[0.619573712348938],[0.2352529615163803],[0.9570412635803223],[0.9611526131629944],[0.9703346490859985],[0.9570497870445251],[0.9613569378852844],[0.9697353839874268],[0.9597715139389038],[0.96385657787323],[0.9722532629966736],[0.9639109373092651],[0.9103553891181946],[0.8275612592697144]
31,,[0.9638298153877258],[0.13922451436519623],[0.12254468351602554],[0.9641303420066833],[0.9641311764717102],[0.1226341649889946],[0.964427649974823],[0.9639319181442261],[0.12434453517198563],[0.9640371203422546],[0.1380704641342163],[0.12258134037256241],[0.964038610458374],[0.9644689559936523],[0.9644299149513245],[0.9641744494438171],[0.9644964933395386],[0.9642720222473145],[0.964282214641571],[0.9645033478736877],[0.9643851518630981],[0.9640735983848572],[0.9643167853355408],[0.9642582535743713]
