,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
42,,[0.9364405274391174],[0.9836546182632446],[0.2555117905139923],[0.9802771210670471],[0.9824758172035217],[0.2554420530796051],[0.9848276972770691],[0.9819422960281372],[0.25559529662132263],[0.9446915984153748],[0.983387291431427],[0.2555084526538849],[0.9844488501548767],[0.9805707335472107],[0.9817695021629333],[0.9848282933235168],[0.980431318283081],[0.9818040132522583],[0.9264382719993591],[0.4400133490562439],[0.9136329889297485],[0.9850451350212097],[0.9795351028442383],[0.9817977547645569]
43,,[0.8312015533447266],[0.9819134473800659],[0.3714817464351654],[0.609880805015564],[0.9821046590805054],[0.37152016162872314],[0.8380786180496216],[0.9819163680076599],[0.3723210096359253],[0.8575424551963806],[0.9815947413444519],[0.3714548647403717],[0.9705548882484436],[0.980753481388092],[0.9819195866584778],[0.9761149287223816],[0.9805174469947815],[0.9817147254943848],[0.9815284013748169],[0.961334228515625],[0.9805084466934204],[0.9110850095748901],[0.025013072416186333],[0.0]
44,,[0.413017213344574],[0.9859662055969238],[0.4107556939125061],[0.9593830108642578],[0.9856072664260864],[0.41125720739364624],[0.9823319911956787],[0.9854307770729065],[0.4118015468120575],[0.4141169786453247],[0.9858397245407104],[0.4107639491558075],[0.9858724474906921],[0.9848477244377136],[0.9853984117507935],[0.9857717156410217],[0.9845170378684998],[0.9854434728622437],[0.9860579967498779],[0.8668295741081238],[0.9839394092559814],[0.9223242402076721],[0.0],[0.0]
45,,[0.8681831359863281],[0.8802990913391113],[0.4473797082901001],[0.821682870388031],[0.9346933364868164],[0.4474095106124878],[0.790513277053833],[0.9456598162651062],[0.44793960452079773],[0.8696011900901794],[0.8786059021949768],[0.44751015305519104],[0.9565613865852356],[0.885722279548645],[0.9282010793685913],[0.9566859006881714],[0.8838157653808594],[0.9276813864707947],[0.9157559275627136],[0.8472803831100464],[0.8748700618743896],[0.9016902446746826],[0.0014632719103246927],[0.011215688660740852]
46,,[0.9148301482200623],[0.9845122694969177],[0.4479394853115082],[0.9030846953392029],[0.9851282238960266],[0.44879478216171265],[0.9429812431335449],[0.9840574860572815],[0.4495159685611725],[0.8825221657752991],[0.984940230846405],[0.4478470981121063],[0.9859198331832886],[0.9801998138427734],[0.9833122491836548],[0.9861612319946289],[0.9735069870948792],[0.9831759333610535],[0.9843371510505676],[0.718815803527832],[0.9714916348457336],[0.9867385625839233],[0.9813631176948547],[0.9851282238960266]
47,,[0.7501567006111145],[0.9697076082229614],[0.5369333028793335],[0.9604321718215942],[0.9702524542808533],[0.5371739864349365],[0.9627605080604553],[0.9705261588096619],[0.5380863547325134],[0.9684843420982361],[0.9688501954078674],[0.5373261570930481],[0.9692550897598267],[0.9638639688491821],[0.9709905385971069],[0.9640565514564514],[0.9669778943061829],[0.9728639125823975],[0.9731984734535217],[0.9566364884376526],[0.9697567224502563],[0.9187780618667603],[0.045148227363824844],[0.8841201663017273]
48,,[0.976780891418457],[0.9814547300338745],[0.4760197103023529],[0.9500333666801453],[0.9807172417640686],[0.4763956367969513],[0.8360777497291565],[0.9808829426765442],[0.47975194454193115],[0.9472984671592712],[0.9817212224006653],[0.4758850634098053],[0.9760161638259888],[0.9712123274803162],[0.9805667400360107],[0.9778478741645813],[0.9706941246986389],[0.9806162714958191],[0.9697007536888123],[0.14403261244297028],[0.7199333906173706],[0.9779899716377258],[0.9698201417922974],[0.9805437922477722]
49,,[0.11015161126852036],[0.955280065536499],[0.10838774591684341],[0.11994047462940216],[0.9578273296356201],[0.10874567925930023],[0.13714779913425446],[0.9567806124687195],[0.10904029756784439],[0.11065346747636795],[0.9563294649124146],[0.10848507285118103],[0.956254780292511],[0.9481481313705444],[0.9543641805648804],[0.9555384516716003],[0.9480300545692444],[0.9539006948471069],[0.9521388411521912],[0.9079148769378662],[0.9494180679321289],[0.9211212992668152],[0.9132207632064819],[0.922141969203949]
50,,[0.35039258003234863],[0.9839301109313965],[0.3463403284549713],[0.3681321144104004],[0.9840300679206848],[0.3467661440372467],[0.35050079226493835],[0.9829363822937012],[0.3475257158279419],[0.34989818930625916],[0.9838630557060242],[0.3463803231716156],[0.9841676354408264],[0.9812862873077393],[0.983430802822113],[0.9842034578323364],[0.9816919565200806],[0.9836186170578003],[0.9840824604034424],[0.9817947149276733],[0.9832863807678223],[0.9853941202163696],[0.0],[0.0]
51,,[0.9535436630249023],[0.9787368774414062],[0.4449642598628998],[0.9488254189491272],[0.9794358015060425],[0.4449247419834137],[0.9517788887023926],[0.979344367980957],[0.4463692903518677],[0.9513200521469116],[0.9761180281639099],[0.4452851116657257],[0.9507140517234802],[0.9775894284248352],[0.9820929169654846],[0.9518803954124451],[0.9780767560005188],[0.9827850461006165],[0.9483543634414673],[0.9796712398529053],[0.9550163745880127],[0.8756764531135559],[0.06123014912009239],[0.9010822772979736]
