,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
2560,,[0.6076591610908508],[0.027005910873413086],[0.29284822940826416],[0.5223262310028076],[0.6063961982727051],[0.400701642036438],[0.5187652111053467],[0.7217888832092285],[0.3975738286972046],[0.532536506652832],[0.4627222418785095],[0.3973538279533386],[0.8380343317985535],[0.4727582633495331],[0.45983973145484924],[0.8438597917556763],[0.47633278369903564],[0.6125162839889526],[0.7409749031066895],[0.32678738236427307],[0.6099430322647095],[0.5911219716072083],[0.4352611303329468],[0.46412792801856995]
2561,,[0.814704418182373],[0.7692822217941284],[0.16470354795455933],[0.14311464130878448],[0.8211017847061157],[0.14040039479732513],[0.20753026008605957],[0.8325048089027405],[0.13475579023361206],[0.7898129820823669],[0.6804709434509277],[0.16474713385105133],[0.8322083353996277],[0.7853217720985413],[0.8111175894737244],[0.8335034847259521],[0.7864376306533813],[0.8107370138168335],[0.8284081816673279],[0.7820614576339722],[0.8061560988426208],[0.7224052548408508],[0.6675258874893188],[0.70390385389328]
2562,,[0.875567615032196],[0.012501764111220837],[0.566165030002594],[0.7445327639579773],[0.879116415977478],[0.5229307413101196],[0.5588356852531433],[0.8782179951667786],[0.5188229084014893],[0.8821603059768677],[0.7671611905097961],[0.5265413522720337],[0.8925483822822571],[0.8790631890296936],[0.884145200252533],[0.8980919718742371],[0.883137583732605],[0.8867133855819702],[0.8905840516090393],[0.8776218891143799],[0.8812692165374756],[0.8773962259292603],[0.8126906752586365],[0.8555888533592224]
2563,,[0.6609607338905334],[0.022128665819764137],[0.4488873779773712],[0.8263270258903503],[0.7532525062561035],[0.4652743935585022],[0.8227749466896057],[0.8108542561531067],[0.45419612526893616],[0.0027949439827352762],[0.0025458496529608965],[0.7821966409683228],[0.8848581314086914],[0.7133955359458923],[0.8414344787597656],[0.8815134763717651],[0.7168952822685242],[0.8348212838172913],[0.8702746033668518],[0.705315113067627],[0.8121629953384399],[0.6539345979690552],[0.04196032136678696],[0.7775143384933472]
2564,,[0.1964140683412552],[0.09938561171293259],[0.7646686434745789],[0.8504655957221985],[0.45982328057289124],[0.7643702626228333],[0.7641593813896179],[0.8993757963180542],[0.7640039920806885],[0.4717310965061188],[0.09787100553512573],[0.8570621013641357],[0.9467628598213196],[0.8562527298927307],[0.946599543094635],[0.9590481519699097],[0.8241342902183533],[0.9298086166381836],[0.9185823798179626],[0.8208385109901428],[0.3500717282295227],[0.9470022916793823],[0.8206214904785156],[0.9198814630508423]
2565,,[0.1581791341304779],[0.0033323296811431646],[0.731641411781311],[0.8597250580787659],[0.680656909942627],[0.7449933886528015],[0.8309305906295776],[0.8129952549934387],[0.7439056634902954],[0.37812337279319763],[0.029089024290442467],[0.8783422708511353],[0.9552498459815979],[0.8876104950904846],[0.9496827721595764],[0.9539428949356079],[0.822899341583252],[0.9091392159461975],[0.9534066319465637],[0.7859365940093994],[0.9184213280677795],[0.8733964562416077],[0.8185680508613586],[0.8480081558227539]
2566,,[0.05750627815723419],[0.02825256437063217],[0.17739903926849365],[0.1936015486717224],[0.6920246481895447],[0.19420766830444336],[0.4405074119567871],[0.7124641537666321],[0.1938629001379013],[0.6933777928352356],[0.6119635105133057],[0.19373102486133575],[0.7493394017219543],[0.6807494163513184],[0.7238730192184448],[0.7581854462623596],[0.6850070357322693],[0.728791356086731],[0.7481728792190552],[0.6770485043525696],[0.7222703695297241],[0.750180184841156],[0.6790935397148132],[0.7181106805801392]
2567,,[0.902255654335022],[0.7785654067993164],[0.4329683780670166],[0.8374917507171631],[0.6680135130882263],[0.46541357040405273],[0.925136387348175],[0.8295922875404358],[0.4645591080188751],[0.7900026440620422],[0.5211597681045532],[0.4703387916088104],[0.9347962141036987],[0.8247148990631104],[0.881453275680542],[0.9360329508781433],[0.8063103556632996],[0.868499755859375],[0.8753429055213928],[0.7931158542633057],[0.8333657383918762],[0.8982575535774231],[0.0049057407304644585],[0.16629067063331604]
2568,,[0.8877642154693604],[0.46104294061660767],[0.31120848655700684],[0.6806575059890747],[0.8535595536231995],[0.30564868450164795],[0.9093307852745056],[0.8724650144577026],[0.30544665455818176],[0.8907559514045715],[0.4890524744987488],[0.3098422884941101],[0.9107406139373779],[0.7712455987930298],[0.8887337446212769],[0.9110493659973145],[0.6480492353439331],[0.8860520124435425],[0.8638304471969604],[0.4948742687702179],[0.6465394496917725],[0.7213649749755859],[0.4756162762641907],[0.6180741786956787]
2569,,[0.0076825316064059734],[0.0029587734024971724],[0.9133581519126892],[0.9247891306877136],[0.8568673133850098],[0.9250311255455017],[0.9222708344459534],[0.8470755815505981],[0.92546147108078],[0.8556423187255859],[0.0007562411483377218],[0.9096567034721375],[0.9298068881034851],[0.8687576055526733],[0.9152558445930481],[0.9290184378623962],[0.8377124071121216],[0.8991879820823669],[0.9296299815177917],[0.879064679145813],[0.918541669845581],[0.9062033891677856],[0.0887853130698204],[0.8197267055511475]
