,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
42,,[0.7636598944664001],[0.9406713843345642],[0.5590055584907532],[0.921103298664093],[0.9511980414390564],[0.6032025218009949],[0.9231955409049988],[0.9495465159416199],[0.9413313269615173],[0.7385327219963074],[0.9396899938583374],[0.5593328475952148],[0.9207985401153564],[0.9457278251647949],[0.9482412338256836],[0.9206666350364685],[0.9451236724853516],[0.9475363492965698],[0.9247424006462097],[0.9490609169006348],[0.945227324962616],[0.04627372696995735],[0.8423154354095459],[0.5965360999107361]
43,,[0.8229900002479553],[0.8571487069129944],[0.2534973621368408],[0.8092386722564697],[0.8529729843139648],[0.4039652943611145],[0.8215569853782654],[0.8532978296279907],[0.40852245688438416],[0.7860095500946045],[0.847278356552124],[0.40045425295829773],[0.824421226978302],[0.855225682258606],[0.8842268586158752],[0.8208756446838379],[0.8518259525299072],[0.87959885597229],[0.821382999420166],[0.8526197075843811],[0.8811691999435425],[0.8173586130142212],[0.8428351879119873],[0.8844408392906189]
44,,[0.8623667359352112],[0.8974490761756897],[0.22872863709926605],[0.8719393610954285],[0.8992102146148682],[0.22843343019485474],[0.8526545763015747],[0.888019859790802],[0.8246812224388123],[0.012017474509775639],[0.8785147666931152],[0.2286059856414795],[0.8667876720428467],[0.8896238207817078],[0.909669041633606],[0.8645219206809998],[0.8876705765724182],[0.9098855257034302],[0.8653019666671753],[0.8891410231590271],[0.9095197916030884],[0.8692718744277954],[0.8913277387619019],[0.9102308750152588]
45,,[0.511867105960846],[0.8205868601799011],[0.8014243245124817],[0.7341959476470947],[0.8228297829627991],[0.804318904876709],[0.7089738845825195],[0.7798054814338684],[0.8037386536598206],[0.4656185507774353],[0.8209242820739746],[0.8015480041503906],[0.8304558992385864],[0.853121817111969],[0.8711932897567749],[0.8235333561897278],[0.8516234755516052],[0.855695366859436],[0.8311249613761902],[0.8542922139167786],[0.8407993912696838],[0.48438939452171326],[0.7929027080535889],[0.8474147319793701]
46,,[0.6313706636428833],[0.882023274898529],[0.4466594159603119],[0.6672046780586243],[0.8836104869842529],[0.44624465703964233],[0.7556361556053162],[0.894103467464447],[0.4526256322860718],[0.017169034108519554],[0.6996250152587891],[0.8744462728500366],[0.775772213935852],[0.8850380182266235],[0.9136991500854492],[0.7847743034362793],[0.8869287371635437],[0.9107745289802551],[0.7725058794021606],[0.8842275738716125],[0.9107030630111694],[0.7020813226699829],[0.8815727233886719],[0.9137316346168518]
47,,[0.4494643211364746],[0.8787041902542114],[0.45306792855262756],[0.8625397086143494],[0.8870090246200562],[0.45448943972587585],[0.7251248955726624],[0.8838668465614319],[0.5929058790206909],[0.42290616035461426],[0.8682721853256226],[0.45257318019866943],[0.8701279163360596],[0.8934673070907593],[0.9263507723808289],[0.8642622232437134],[0.8878564834594727],[0.9182454943656921],[0.8747245073318481],[0.8943984508514404],[0.9302608966827393],[0.07870020717382431],[0.16582243144512177],[0.8215276002883911]
48,,[0.8893584609031677],[0.9134539365768433],[0.7723268270492554],[0.8947996497154236],[0.9122763276100159],[0.8962579369544983],[0.8901336193084717],[0.9110899567604065],[0.924548864364624],[0.031227238476276398],[0.9081794619560242],[0.7723082900047302],[0.9057501554489136],[0.9176890254020691],[0.9325709939002991],[0.9058814644813538],[0.9171347618103027],[0.9320492744445801],[0.905331015586853],[0.9165071249008179],[0.9310936331748962],[0.9054315686225891],[0.917333722114563],[0.9320884346961975]
49,,[0.5661119222640991],[0.8626497983932495],[0.7215392589569092],[0.8495957255363464],[0.8229470252990723],[0.7223654389381409],[0.8106181621551514],[0.9026489853858948],[0.72376948595047],[0.011896940879523754],[0.5738711953163147],[0.7426366806030273],[0.8493174314498901],[0.8912644386291504],[0.8814990520477295],[0.849096953868866],[0.8620978593826294],[0.853568434715271],[0.8307740092277527],[0.8885539770126343],[0.8754167556762695],[0.822454035282135],[0.8950480818748474],[0.9098741412162781]
50,,[0.44089239835739136],[0.8499345779418945],[0.35420548915863037],[0.8184833526611328],[0.8782697916030884],[0.3538285493850708],[0.7990883588790894],[0.8707566261291504],[0.3599368929862976],[0.4378266930580139],[0.8353347182273865],[0.3544488251209259],[0.8444648385047913],[0.8783905506134033],[0.9030411839485168],[0.8461542129516602],[0.8796684145927429],[0.9014654159545898],[0.8484183549880981],[0.880841076374054],[0.912157416343689],[0.7290331721305847],[0.8104658126831055],[0.8207166194915771]
51,,[0.8528516888618469],[0.8761675953865051],[0.5989711284637451],[0.859032392501831],[0.8805596232414246],[0.6001615524291992],[0.8412766456604004],[0.8674836158752441],[0.8912588357925415],[0.15709199011325836],[0.8634580969810486],[0.5983835458755493],[0.8594520092010498],[0.8763676881790161],[0.9030424952507019],[0.8587079644203186],[0.8757434487342834],[0.9024425148963928],[0.858238697052002],[0.8749445676803589],[0.9006505012512207],[8.325112503371201e-06],[0.8746734857559204],[0.8709601759910583]
52,,[0.02963307686150074],[0.7653593420982361],[0.6741322875022888],[0.8104660511016846],[0.8658876419067383],[0.6744734048843384],[0.7932921648025513],[0.8538767099380493],[0.6787436604499817],[0.7762335538864136],[0.84967440366745],[0.6745480298995972],[0.8263959288597107],[0.8631008863449097],[0.8725321888923645],[0.83330237865448],[0.8768140077590942],[0.8821189403533936],[0.8554664254188538],[0.8786998391151428],[0.8804806470870972],[0.1874297708272934],[0.8421252965927124],[0.8199558258056641]
53,,[0.7100123763084412],[0.9132612943649292],[0.3333430290222168],[0.906093955039978],[0.9202828407287598],[0.33387404680252075],[0.8731480836868286],[0.9167482256889343],[0.33194538950920105],[0.701094388961792],[0.9133782386779785],[0.33335304260253906],[0.903264045715332],[0.91559898853302],[0.9223604798316956],[0.9037619233131409],[0.915838897228241],[0.9233945608139038],[0.9022994041442871],[0.9144967794418335],[0.9212231040000916],[0.6464429497718811],[0.8904587030410767],[0.9088539481163025]
54,,[0.6661234498023987],[0.748542070388794],[0.6521183252334595],[0.6997925639152527],[0.7579377889633179],[0.6536827087402344],[0.7282732725143433],[0.7629395127296448],[0.6525046229362488],[0.5936511158943176],[0.7452942728996277],[0.651558518409729],[0.7422166466712952],[0.7984857559204102],[0.8266172409057617],[0.7411479353904724],[0.7941526770591736],[0.8282344341278076],[0.1375344693660736],[0.8498950600624084],[0.8185657858848572],[0.06229022517800331],[0.7838829755783081],[0.7738968133926392]
